Time (s),KCGx (g),KCGy (g),KCGz (g),IMSepOutletDp (psid)
295.335,0.039308,0.000382,1.235052,35.788301
295.465,0.039096,0.003729,1.192903,37.346758
295.595,0.038166,0.002754,1.154298,34.897354
295.715,0.039115,0.002066,1.12303,36.20188
295.835,0.038698,0.001013,1.100177,35.151029
295.976,0.039106,-0.000909,1.090425,36.481595
296.106,0.039193,-0.004091,1.089563,37.855175
296.236,0.038366,-0.004836,1.093582,36.389354
296.356,0.038858,-0.007401,1.108898,37.202158
296.486,0.039622,-0.01112,1.12446,36.261357
296.607,0.040519,-0.014717,1.152219,35.549234
296.747,0.041117,-0.016141,1.165261,35.725091
296.877,0.041606,-0.017332,1.185583,35.976795
296.987,0.043008,-0.013934,1.195082,36.220245
297.127,0.044029,-0.014238,1.211045,36.701602
297.257,0.043765,-0.01259,1.224502,36.154275
297.378,0.044319,-0.010095,1.231796,35.779351
297.518,0.045469,-0.007755,1.249759,35.770516
297.648,0.04507,-0.004793,1.254429,36.843604
297.758,0.04628,-0.002101,1.260135,38.035228
297.898,0.047735,0.000247,1.261919,37.112351
298.029,0.048902,0.003064,1.271466,38.298504
298.149,0.050259,0.003504,1.299511,38.10616
298.289,0.052275,0.003329,1.347193,37.368925
298.419,0.054211,0.00075,1.407716,38.32939
298.539,0.055336,0.000994,1.464287,37.11903
298.679,0.059425,-0.004362,1.528281,35.422211
298.8,0.061726,-0.00527,1.572962,35.468424
298.92,0.06202,-0.009815,1.617836,35.527298
299.06,0.064538,-0.007039,1.645331,36.292799
299.19,0.065183,-0.00913,1.662943,35.632525
299.35,0.066395,-0.007754,1.676853,35.727247
299.481,0.066736,-0.009762,1.678692,35.581442
299.601,0.066152,-0.011027,1.690587,34.985653
299.731,0.065891,-0.008759,1.691597,36.189892
299.861,0.066414,-0.010574,1.696113,35.498893
299.991,0.066213,-0.009785,1.707459,36.215491
300.122,0.067812,-0.008872,1.7124,35.379731
300.242,0.068998,-0.007548,1.729419,35.160119
300.372,0.069844,-0.006312,1.731285,34.844323
300.502,0.070348,-0.003046,1.747465,37.401921
300.632,0.069237,-0.002624,1.751205,36.614253
300.742,0.069527,-0.002988,1.762915,35.859395
300.883,0.069691,-0.000919,1.767886,34.999334
301.013,0.068273,-0.001051,1.768656,35.540469
301.123,0.070251,-0.00097,1.776032,35.759502
301.273,0.070425,-0.003059,1.775886,36.330155
301.393,0.070437,-0.00217,1.777085,36.049628
301.544,0.069657,-0.004746,1.77804,36.521339
301.674,0.068407,-0.004937,1.773498,38.070752
301.794,0.069291,-0.005222,1.772013,37.709485
301.944,0.065873,-0.006695,1.77366,36.648409
302.074,0.068373,-0.008944,1.769669,34.617708
302.205,0.067059,-0.008771,1.775668,36.372264
302.325,0.067977,-0.009211,1.771935,37.515194
302.455,0.069786,-0.009534,1.774989,37.086682
302.585,0.067588,-0.006866,1.772336,35.31884
302.715,0.067918,-0.0096,1.773599,37.399301
302.835,0.067193,-0.004953,1.777065,35.885945
302.966,0.066911,-0.007106,1.774624,37.419753
303.096,0.067452,-0.006186,1.775249,36.899904
303.226,0.06763,-0.004118,1.779971,36.581303
303.336,0.068639,-0.004589,1.775951,36.435753
303.476,0.066574,-0.004065,1.776857,36.699445
303.607,0.06873,-0.003545,1.768843,35.994325
303.727,0.066852,-0.003151,1.774749,35.126496
303.867,0.066928,-0.005387,1.77301,33.956158
303.997,0.068786,-0.002792,1.774349,35.872403
304.147,0.067529,-0.002747,1.775762,37.769936
304.278,0.068992,-0.003397,1.770938,33.829112
304.408,0.069029,-0.002932,1.770326,39.577593
304.538,0.06754,-0.003785,1.767844,36.493166
304.668,0.068376,-0.00459,1.764533,36.017281
304.788,0.067048,-0.005835,1.769001,35.902594
304.918,0.06738,-0.00505,1.766507,36.847546
305.049,0.067279,-0.006624,1.769658,34.656733
305.179,0.0668,-0.007451,1.761524,34.677834
305.299,0.068729,-0.007269,1.766431,35.168652
305.429,0.068081,-0.006155,1.761178,35.963949
305.539,0.068732,-0.006671,1.766066,36.322341
305.69,0.067967,-0.006076,1.767602,36.978766
305.81,0.068322,-0.00484,1.76089,36.552573
305.93,0.068679,-0.005778,1.7684,38.030684
306.07,0.069712,-0.003581,1.76611,36.417295
306.2,0.069756,-0.002115,1.76723,37.6594
306.421,0.071135,-0.001236,1.766779,38.61096
306.551,0.069704,-0.001661,1.763269,39.29426
306.681,0.071155,-0.003084,1.764052,37.363383
306.831,0.070605,-0.002312,1.763422,36.861899
306.951,0.071822,-0.005562,1.762698,37.005548
307.082,0.071462,-0.005125,1.763212,36.364311
307.202,0.071302,-0.003289,1.763003,37.403521
307.342,0.073258,-0.004496,1.758698,37.659307
307.472,0.072049,-0.006876,1.762788,37.144188
307.622,0.070284,-0.008341,1.768387,38.113951
307.753,0.072476,-0.006794,1.758863,37.864937
307.883,0.072701,-0.005983,1.769218,37.55619
308.013,0.072369,-0.001724,1.759041,37.393156
308.133,0.072656,-0.001974,1.764269,37.288046
308.263,0.073027,-0.000285,1.752979,36.575112
308.393,0.072866,-0.003615,1.754602,36.567297
308.524,0.073576,-0.002366,1.752837,37.034556
308.654,0.072868,-0.00512,1.746407,35.126612
308.774,0.071947,-0.00643,1.751423,37.105441
308.904,0.073569,-0.002893,1.742105,35.683446
309.034,0.073872,-0.002341,1.754437,38.094102
309.165,0.074723,-0.00033,1.753248,38.085175
309.295,0.074143,-0.002352,1.753474,37.609059
309.405,0.073967,-0.000799,1.754894,36.432761
309.545,0.07565,-0.001528,1.746129,37.482963
309.675,0.074863,-0.002564,1.757867,37.029339
309.795,0.076191,-0.003753,1.749622,36.323709
309.936,0.078305,-0.007158,1.75797,35.665313
310.066,0.075373,-0.008267,1.759441,37.543901
310.226,0.077547,-0.012755,1.760535,35.993004
310.346,0.078579,-0.009761,1.768865,36.268522
310.486,0.079067,-0.009132,1.770753,36.109917
310.617,0.080282,-0.007883,1.776011,36.286678
310.727,0.080725,-0.006864,1.775152,35.180269
310.877,0.081326,-0.005602,1.772015,35.742111
310.997,0.082193,-0.001781,1.77309,35.72159
311.117,0.082972,-0.002945,1.764575,36.88249
311.258,0.084306,0.000114,1.765979,35.771443
311.388,0.08517,0.002736,1.758039,35.485514
311.548,0.086655,0.004266,1.74979,37.702204
311.678,0.085074,-0.000489,1.761515,36.948112
311.798,0.08656,-0.001047,1.748105,34.613326
311.929,0.086873,-0.004362,1.76032,34.651794
312.059,0.08721,-0.007134,1.751196,36.915463
312.189,0.08785,-0.007062,1.755219,35.555959
312.319,0.086811,-0.008296,1.753019,37.377829
312.439,0.088385,-0.009295,1.740003,36.618728
312.569,0.088345,-0.00982,1.74751,37.086126
312.7,0.088445,-0.009588,1.735898,37.175237
312.83,0.090001,-0.012651,1.746594,36.02593
312.95,0.089357,-0.014143,1.736058,35.496876
313.08,0.090309,-0.010339,1.741584,35.336323
313.21,0.09062,-0.011368,1.746509,35.201092
313.321,0.091924,-0.011774,1.743473,35.859627
313.471,0.093715,-0.009647,1.744827,35.45152
313.591,0.093307,-0.006711,1.741939,34.739931
313.711,0.096203,-0.004244,1.747946,34.74116
313.851,0.09564,-0.004786,1.747415,36.383047
313.981,0.096351,-0.003353,1.752336,36.04571
314.102,0.098085,-0.001261,1.752867,36.968587
314.242,0.097899,-0.002065,1.754878,35.665962
314.362,0.099621,-0.000522,1.756895,35.776174
314.482,0.100885,0.000687,1.753281,36.398629
314.622,0.100143,-0.003978,1.760111,36.964993
314.753,0.10308,-0.003605,1.753777,36.59241
314.923,0.101956,-0.004571,1.756322,37.266806
315.053,0.102665,-0.009839,1.754398,34.512157
315.183,0.103525,-0.009307,1.752845,37.372403
315.303,0.102983,-0.011316,1.748142,34.680988
315.424,0.104505,-0.012533,1.746639,35.851766
315.564,0.104983,-0.011751,1.748358,35.695805
315.694,0.105671,-0.01415,1.748353,36.304092
315.804,0.106674,-0.01036,1.746997,35.984911
315.944,0.107296,-0.010132,1.757939,34.968633
316.075,0.107827,-0.008098,1.761295,34.232813
316.235,0.109294,-0.00811,1.7613,36.206633
316.365,0.110798,-0.004006,1.753263,35.201532
316.495,0.111807,-0.000967,1.758985,34.484239
316.615,0.11405,0.003883,1.758241,36.482847
316.745,0.114823,0.007477,1.758933,35.023449
316.876,0.115879,0.00723,1.767406,35.606717
317.006,0.117193,0.007557,1.767803,34.454396
317.136,0.117697,0.008262,1.774293,35.464854
317.256,0.119842,0.007232,1.780384,35.181127
317.386,0.119496,0.012737,1.787087,35.815408
317.517,0.121749,0.013001,1.786425,34.953283
317.647,0.122365,0.008961,1.792137,35.090787
317.777,0.12255,0.006954,1.790479,34.856242
317.897,0.123537,0.00158,1.780852,35.857146
318.017,0.122131,-0.002601,1.777146,36.741253
318.157,0.123363,-0.007031,1.768732,35.789646
318.288,0.122705,-0.012335,1.768038,35.899533
318.398,0.120992,-0.01519,1.764479,34.621256
318.538,0.12364,-0.017698,1.757151,35.655991
318.668,0.123867,-0.019479,1.760123,34.757461
318.788,0.124117,-0.019723,1.758585,36.260476
318.929,0.126528,-0.023753,1.769729,36.209277
319.059,0.127899,-0.022132,1.768656,35.602265
319.229,0.128722,-0.0203,1.776785,35.664153
319.359,0.131669,-0.02266,1.777648,33.95697
319.479,0.133141,-0.023373,1.784727,34.63489
319.61,0.1341,-0.022911,1.801857,35.713474
319.72,0.137387,-0.01981,1.8008,34.638693
319.87,0.138424,-0.016313,1.824192,35.91115
320,0.140672,-0.011566,1.819593,36.153858
320.11,0.142315,-0.007649,1.822946,34.644629
320.251,0.142783,-0.007129,1.807336,37.785449
320.381,0.143466,-0.002859,1.804103,33.600735
320.541,0.144217,0.001395,1.797603,35.338155
320.661,0.143015,0.000037,1.784671,36.047982
320.791,0.143609,0.00103,1.777862,36.417527
320.921,0.143104,0.002775,1.759526,37.235479
321.052,0.143752,0.004215,1.75465,36.397562
321.182,0.144998,0.010001,1.737476,36.028574
321.312,0.14497,0.01397,1.740468,34.719085
321.432,0.149339,0.013025,1.748398,35.168953
321.562,0.150079,0.008913,1.765492,35.806875
321.693,0.151571,0.002164,1.783742,36.103888
321.823,0.15211,-0.003974,1.787547,35.699886
321.953,0.153697,-0.007677,1.783841,35.5839
322.073,0.154724,-0.009336,1.772059,36.514336
322.203,0.15524,-0.012737,1.770947,35.364798
322.313,0.155374,-0.01492,1.772266,35.506429
322.464,0.156341,-0.016642,1.774782,35.166773
322.594,0.157013,-0.017948,1.769923,35.618357
322.704,0.158382,-0.020639,1.764791,36.894896
322.844,0.160412,-0.020025,1.762724,34.028041
322.974,0.161556,-0.01862,1.765037,35.667052
323.135,0.162848,-0.017764,1.767135,35.996992
323.255,0.164909,-0.014861,1.765464,35.296788
323.385,0.167106,-0.013339,1.7609,35.815338
323.515,0.168668,-0.008912,1.758925,33.687851
323.645,0.170398,-0.010543,1.761451,34.578729
323.776,0.173052,-0.006161,1.773765,33.06899
323.896,0.176149,-0.004917,1.782712,35.360856
324.026,0.179871,-0.003401,1.790246,35.602891
324.156,0.181441,-0.000964,1.796372,35.598277
324.286,0.18444,-0.001759,1.802022,34.399487
324.416,0.185131,0.002034,1.796579,34.556469
324.527,0.185138,-0.001743,1.787925,35.812045
324.667,0.185983,-0.000001,1.774486,37.366583
324.797,0.186284,-0.003383,1.763172,35.178808
324.927,0.186084,-0.00476,1.755164,33.601082
325.057,0.186461,-0.009706,1.74774,34.989108
325.178,0.185056,-0.010458,1.731479,34.424205
325.298,0.183886,-0.010812,1.709656,34.720013
325.438,0.184646,-0.011006,1.689448,36.323593
325.568,0.184907,-0.00652,1.685483,34.614253
325.728,0.187212,-0.010381,1.683112,34.256186
325.849,0.189227,-0.011799,1.68632,32.997618
325.979,0.188878,-0.009859,1.684681,33.25294
326.109,0.192146,-0.013756,1.696557,34.54353
326.239,0.190803,-0.013503,1.69419,33.563634
326.369,0.187862,-0.01403,1.661566,35.746679
326.499,0.179777,-0.013942,1.567233,35.524145
326.62,0.162845,-0.01095,1.495075,34.267107
326.75,0.146697,-0.012883,1.381476,36.054706
326.88,0.13144,-0.012716,1.260519,36.405469
327.01,0.113461,-0.015227,1.121285,36.758435
327.14,0.101226,-0.016681,1.010821,36.786353
327.261,0.085445,-0.020925,0.910998,35.661788
327.391,0.072663,-0.022271,0.80928,36.420495
327.501,0.063808,-0.021779,0.701907,35.821576
327.651,0.055945,-0.021274,0.599342,37.420796
327.771,0.048524,-0.020413,0.507593,34.900484
327.891,0.042526,-0.018737,0.445957,36.80226
328.032,0.038687,-0.013531,0.386416,36.475195
328.162,0.036203,-0.01376,0.334378,36.422095
328.282,0.032505,-0.010312,0.286155,33.188153
328.422,0.031066,-0.007625,0.255553,33.705335
328.542,0.028086,-0.007038,0.22506,34.69344
328.663,0.025695,-0.003528,0.207581,35.185556
328.803,0.025483,-0.000626,0.189556,35.490685
328.933,0.023024,-0.002469,0.171539,34.928286
329.123,0.018898,0.001129,0.157141,36.073883
329.253,0.018166,0.002807,0.155084,36.191097
329.384,0.015975,0.004251,0.153463,35.036713
329.514,0.013991,0.004161,0.155385,32.408299
329.634,0.012718,0.007412,0.155091,33.580677
329.764,0.010887,0.007723,0.157172,34.966198
329.894,0.008723,0.00681,0.156074,35.356311
330.025,0.007618,0.007422,0.153074,34.442129
330.145,0.006893,0.00566,0.149411,35.213914
330.275,0.00496,0.004724,0.141004,34.535553
330.405,0.005022,0.005706,0.130832,36.446836
330.535,0.004704,0.004128,0.119354,35.881192
330.645,0.003154,0.004443,0.106071,33.937562
330.786,0.002986,0.008311,0.08974,34.964274
330.916,0.002909,0.010428,0.077054,36.274296
331.126,0.002994,0.009785,0.055484,32.479137
331.256,0.003188,0.010885,0.047897,34.942014
331.366,0.002401,0.007391,0.042425,36.226691
331.507,0.002033,0.006961,0.041044,34.311651
331.637,0.001347,0.00549,0.039809,35.450709
331.747,0.001247,0.005267,0.033499,35.715306
331.897,0.002197,0.003847,0.030487,36.327883
332.017,0.001977,0.003402,0.027197,35.889493
332.138,0.001006,0.003365,0.025859,37.116757
332.278,0.000731,0.002691,0.02748,34.690587
332.408,-0.000043,0.002701,0.026279,35.304231
332.628,0.00036,0.000485,0.022573,35.607482
332.748,0.000486,-0.000877,0.023276,35.269681
332.879,-0.000117,-0.001665,0.02228,36.002395
333.009,0.000142,-0.001023,0.01972,35.673428
333.139,0.00054,-0.002003,0.015454,35.142774
333.259,0.000708,-0.001334,0.012839,36.85914
333.389,0.000925,-0.001306,0.009095,34.183933
333.52,0.000439,-0.001425,0.010356,34.952634
333.65,0.000924,0.000628,0.006736,34.573906
333.78,0.000915,-0.001344,0.00613,35.165475
333.9,0.001457,-0.000385,0.005138,33.710413
334.01,0.001105,0.001199,0.003743,34.676652
334.161,0.001514,-0.000209,0.004861,36.214123
334.291,0.001327,0.000996,0.004244,34.127888
334.411,0.00121,0.000306,0.005695,35.857517
334.541,0.001397,0.000594,0.005875,35.709833
334.671,0.001755,0.000844,0.004559,35.684883
334.791,0.001539,-0.000545,0.005094,35.336138
334.932,0.001727,0.001004,0.001164,33.328532
335.062,0.001877,0.001575,0.003376,32.976819
335.172,0.001659,0.001682,0.003489,32.852995
335.312,0.001891,0.002486,0.00312,33.532284
335.442,0.001546,0.001732,0.004158,34.774574
335.563,0.0016,0.002325,0.002221,34.861389
335.703,0.00149,0.00154,0.004967,32.903267
335.833,0.001053,0.002534,0.001403,33.535901
336.023,0.001366,0.001957,0.002645,34.94737
336.153,0.001438,0.001964,0.004681,35.039611
336.284,0.00133,0.003495,0.003319,33.175168
336.414,0.001744,0.003237,0.002544,35.511879
336.534,0.00181,0.00334,0.000003,34.063704
336.664,0.001726,0.00378,0.000883,35.525907
336.794,0.001315,0.003766,-0.000504,35.997711
336.924,0.001885,0.003492,0.003618,36.143887
337.045,0.001498,0.005022,0.002351,35.146438
337.175,0.001437,0.003962,0.004248,35.216743
337.305,0.001794,0.003126,0.005957,35.120467
337.435,0.001275,0.002848,0.008439,32.742227
337.565,0.001478,0.002545,0.010425,34.082184
337.696,0.001241,0.002145,0.009841,34.485769
337.816,0.001255,0.001387,0.011083,35.880473
337.926,0.001155,0.001632,0.01275,34.119841
338.076,0.000994,0.001244,0.015344,35.315106
338.206,0.000968,0.00115,0.017633,34.911637
338.316,0.000833,0.00083,0.017794,34.675979
338.457,0.000918,0.000911,0.017037,35.326445
338.587,0.000979,0.000903,0.015582,34.498685
338.707,0.001189,0.000749,0.01458,33.240604
338.847,0.001095,0.000536,0.013571,33.960309
338.977,0.001158,0.00007,0.009569,34.216164
339.128,0.001538,0.000428,0.007366,33.778539
339.258,0.001211,-0.000786,0.005877,32.999636
339.388,0.001214,-0.001038,0.006236,34.37929
339.518,0.001505,-0.001047,0.00315,32.854804
339.648,0.001372,-0.001294,-0.001837,32.910525
339.769,0.001892,-0.00163,-0.003049,35.169579
339.899,0.001455,-0.001649,-0.004283,35.415487
340.029,0.001722,-0.00169,-0.004008,34.00323
340.159,0.001617,-0.002018,-0.006393,35.571564
340.279,0.001283,-0.002073,-0.006526,33.644838
340.409,0.001313,-0.002592,-0.006235,35.489247
340.54,0.001554,-0.002481,-0.006052,32.720825
340.67,0.001287,-0.002997,-0.003237,36.382977
340.8,0.000865,-0.002886,-0.004697,33.363685
340.91,0.00133,-0.002726,-0.003312,34.221636
341.05,0.001325,-0.003287,-0.003493,35.386455
341.181,0.001165,-0.002953,-0.000285,33.290435
341.301,0.000907,-0.003064,0.000899,34.371151
341.441,0.000761,-0.002715,0.002372,35.097836
341.571,0.000729,-0.003383,0.003939,35.828184
341.681,0.000632,-0.002748,0.006131,36.324683
341.822,0.000352,-0.002546,0.007644,36.559877
341.952,0.00041,-0.002459,0.00791,34.790342
342.132,-0.000056,-0.002436,0.008274,35.063587
342.252,0.000489,-0.002414,0.007268,35.069663
342.382,-0.000058,-0.002032,0.006043,35.168768
342.513,0.000516,-0.002357,0.006983,34.230563
342.643,0.000376,-0.001364,0.006958,35.194251
342.773,0.000104,-0.002264,0.007368,35.581488
342.893,0.000275,-0.002119,0.004891,35.610427
343.003,0.000516,-0.000989,0.003355,33.860717
343.153,-0.000157,-0.00157,0.001192,35.700605
343.284,0.000219,-0.001771,-0.003046,36.672594
343.394,-0.000127,-0.000992,-0.003222,35.411011
343.534,-0.000025,-0.001237,-0.00458,35.955717
343.664,0.000182,-0.000921,-0.004599,34.770331
343.784,-0.00074,-0.000786,-0.004795,36.460309
343.925,-0.000576,-0.001167,-0.005334,35.597442
344.055,-0.000599,-0.000987,-0.005292,33.002812
344.165,-0.000599,-0.001078,-0.007132,33.982685
344.305,-0.000709,-0.001243,-0.00598,34.847732
344.435,-0.00099,-0.000578,-0.004312,35.642449
344.606,-0.00174,-0.001073,-0.00346,34.046962
344.756,-0.000985,-0.000658,-0.001541,33.924924
344.876,-0.001758,-0.000463,-0.002037,33.66362
344.996,-0.001306,0.000178,-0.002069,33.703758
345.136,-0.001903,-0.000175,-0.000331,34.209996
345.266,-0.002081,-0.001006,-0.000704,34.263096
345.427,-0.0024,-0.000178,-0.001098,33.912032
345.547,-0.001944,-0.000439,-0.001162,33.706309
345.687,-0.002866,-0.000407,-0.000803,35.054127
345.817,-0.002212,-0.000159,0.000146,34.623088
345.937,-0.00294,-0.000912,0.000042,36.66682
346.078,-0.002713,-0.001066,0.000415,36.107992
346.198,-0.003062,-0.000688,-0.001897,35.233091
346.428,-0.003674,-0.001186,-0.001955,36.399487
346.538,-0.003361,-0.001233,-0.002628,35.527948
346.679,-0.00406,-0.001136,-0.004779,35.63707
346.809,-0.003455,-0.001199,-0.007959,35.408994
346.929,-0.004024,-0.000778,-0.009577,34.556585
347.069,-0.004043,-0.001168,-0.009188,35.40169
347.199,-0.004423,-0.001421,-0.009172,35.239444
347.359,-0.003957,-0.000521,-0.014848,35.306967
347.48,-0.004259,-0.00088,-0.014813,35.750482
347.61,-0.004373,-0.002103,-0.015264,34.974453
347.74,-0.004336,-0.001842,-0.01293,36.864751
347.87,-0.005251,-0.003072,-0.011765,33.20515
347.99,-0.006159,-0.002756,-0.010332,35.85543
348.121,-0.004966,-0.003104,-0.007968,36.237496
348.251,-0.006003,-0.004078,-0.009332,35.867372
348.381,-0.005929,-0.003254,-0.005913,34.305252
348.511,-0.005899,-0.002799,-0.005593,34.221474
348.631,-0.007168,-0.003095,-0.001942,33.694344
348.751,-0.006743,-0.002854,-0.000103,33.133151
348.892,-0.007079,-0.002495,0.000305,34.031148
349.022,-0.007357,-0.003436,0.001548,33.352833
