Time GX GY GZ
s m/s^2 m/s^2 m/s^2
647.441 0.33 -0.06 3.68
647.571 0.31 -0.10 3.37
647.731 0.28 -0.09 3.09
647.862 0.24 -0.13 3.06
647.992 0.20 -0.13 3.13
648.122 0.18 -0.12 3.13
648.242 0.16 -0.13 3.05
648.372 0.15 -0.11 2.89
648.503 0.13 -0.13 2.82
648.623 0.11 -0.13 2.79
648.743 0.09 -0.10 2.68
648.883 0.08 -0.07 2.53
649.013 0.07 -0.02 2.35
649.143 0.06 -0.05 2.19
649.264 0.04 -0.02 2.04
649.394 0.04 -0.01 1.92
649.514 0.03 -0.03 1.75
649.654 0.02 -0.01 1.56
649.784 0.02 -0.03 1.41
649.945 0.01 -0.03 1.26
650.065 0.01 -0.02 1.18
650.195 0.01 -0.02 1.05
650.325 0.00 -0.04 0.96
650.455 0.00 -0.03 0.88
650.586 0.00 -0.02 0.82
650.706 -0.00 -0.04 0.79
650.836 -0.00 -0.02 0.71
650.966 0.01 -0.02 0.70
651.096 -0.01 -0.03 0.70
651.226 -0.01 -0.01 0.70
651.357 -0.01 -0.01 0.73
651.477 -0.01 -0.01 0.75
651.607 -0.01 -0.01 0.73
651.737 -0.00 -0.01 0.73
651.867 -0.01 0.00 0.74
651.998 -0.01 -0.00 0.76
652.118 -0.01 0.03 0.75
652.248 -0.01 0.00 0.75
652.378 -0.00 0.00 0.68
652.488 -0.00 0.02 0.65
652.638 -0.00 0.00 0.60
652.759 -0.00 -0.00 0.54
652.879 0.00 0.01 0.50
653.019 -0.00 0.02 0.42
653.149 0.00 0.01 0.38
653.259 0.01 0.03 0.32
653.41 0.01 0.01 0.30
653.53 0.01 0.01 0.23
653.65 0.00 0.04 0.28
653.79 0.01 0.04 0.33
653.92 0.02 0.09 0.28
654.121 0.01 0.05 0.30
654.251 0.01 0.07 0.29
654.361 0.02 0.04 0.31
654.511 0.01 0.05 0.39
654.631 0.00 0.04 0.39
654.822 0.00 0.03 0.39
654.952 0.02 0.05 0.38
655.082 0.02 0.02 0.28
655.212 0.01 0.01 0.27
655.332 0.01 0.02 0.24
655.463 0.01 0.01 0.20
655.583 0.02 0.01 0.14
655.723 0.02 0.03 0.10
655.853 0.02 0.02 0.15
655.963 0.02 0.01 0.12
656.103 0.02 0.01 0.13
656.234 0.02 0.02 0.11
656.424 0.02 0.01 0.07
656.554 0.03 0.00 0.09
656.684 0.02 0.01 0.07
656.794 0.02 -0.01 0.07
656.935 0.02 -0.01 0.05
657.065 0.02 -0.01 0.02
657.185 0.03 -0.02 0.04
657.325 0.02 -0.03 0.04
657.455 0.02 -0.03 0.05
657.626 0.03 -0.04 0.04
657.756 0.03 -0.05 0.05
657.886 0.02 -0.05 0.06
658.006 0.02 -0.05 0.07
658.136 0.02 -0.06 0.07
658.267 0.02 -0.06 0.08
658.397 0.02 -0.05 0.08
658.507 0.02 -0.05 0.10
658.647 0.03 -0.05 0.11
658.777 0.02 -0.04 0.11
658.887 0.02 -0.03 0.09
659.028 0.03 -0.04 0.07
659.158 0.03 -0.02 0.09
659.328 0.02 -0.02 0.10
659.438 0.03 -0.02 0.09
659.588 0.03 -0.03 0.08
659.719 0.03 -0.02 0.07
659.829 0.03 -0.02 0.08
659.969 0.02 -0.01 0.07
660.099 0.02 -0.01 0.06
660.32 0.03 -0.00 0.02
660.45 0.03 0.00 0.01
660.58 0.03 0.01 -0.01
660.71 0.03 0.01 -0.02
660.85 0.03 0.01 -0.04
660.98 0.03 0.02 -0.04
661.101 0.03 0.01 -0.06
661.241 0.03 0.02 -0.06
661.371 0.03 0.02 -0.06
661.481 0.02 0.02 -0.07
661.631 0.02 0.02 -0.07
661.752 0.02 0.03 -0.08
661.922 0.02 0.02 -0.07
662.052 0.02 0.02 -0.08
662.182 0.02 0.03 -0.08
662.312 0.02 0.03 -0.08
662.423 0.02 0.03 -0.09
662.563 0.02 0.03 -0.08
662.693 0.02 0.03 -0.09
662.813 0.01 0.03 -0.08
662.953 0.01 0.03 -0.09
663.083 0.02 0.03 -0.09
663.194 0.01 0.03 -0.09
663.334 0.01 0.02 -0.08
663.464 0.01 0.03 -0.08
663.624 0.01 0.02 -0.09
663.754 0.01 0.02 -0.09
663.885 0.01 0.02 -0.08
664.015 0.00 0.01 -0.09
664.135 0.01 0.01 -0.10
664.265 0.00 0.01 -0.11
664.395 0.00 0.00 -0.12
664.526 0.00 -0.00 -0.12
664.656 0.00 -0.00 -0.14
664.776 -0.00 0.00 -0.14
664.906 -0.00 -0.01 -0.16
665.036 -0.00 -0.00 -0.17
665.166 -0.00 -0.00 -0.18
665.297 -0.01 -0.01 -0.19
665.417 -0.01 -0.01 -0.19
665.547 -0.01 0.00 -0.18
665.677 -0.01 -0.01 -0.18
665.787 -0.01 0.01 -0.15
665.938 -0.01 0.00 -0.14
666.058 -0.02 -0.00 -0.11
666.178 -0.01 0.00 -0.07
666.318 -0.02 -0.00 -0.04
666.448 -0.02 -0.01 -0.01
666.558 -0.02 -0.01 0.02
666.699 -0.03 -0.01 0.05
666.829 -0.03 -0.00 0.07
667.029 -0.03 0.00 0.09
667.149 -0.03 0.00 0.13
667.28 -0.04 0.01 0.14
667.41 -0.04 0.00 0.15
667.54 -0.04 0.00 0.15
667.67 -0.04 0.02 0.14
667.79 -0.04 0.01 0.13
667.92 -0.04 0.02 0.12
668.051 -0.04 0.02 0.11
668.181 -0.04 0.02 0.10
668.301 -0.04 0.02 0.10
668.431 -0.04 0.01 0.12
668.561 -0.05 -0.00 0.12
668.692 -0.05 -0.02 0.09
668.822 -0.05 -0.02 0.07
669.022 -0.07 -0.06 0.05
669.152 -0.06 -0.10 0.02
669.262 -0.07 -0.10 -0.03
669.413 -0.08 -0.08 -0.02
669.533 -0.07 -0.09 0.03
669.653 -0.07 -0.04 -0.03
669.793 -0.08 -0.05 -0.05
669.923 -0.08 -0.02 -0.11
670.033 -0.07 -0.00 -0.20
670.184 -0.07 -0.04 -0.14
670.304 -0.09 -0.04 -0.05
670.424 -0.10 -0.03 0.10
670.564 -0.10 -0.04 0.17
670.694 -0.09 -0.04 0.18
670.855 -0.10 -0.01 0.18
670.975 -0.10 -0.03 0.31
671.105 -0.11 0.00 0.44
671.235 -0.09 0.01 0.51
671.365 -0.12 -0.04 0.38
671.496 -0.11 -0.01 0.35
671.626 -0.10 -0.02 0.25
671.746 -0.13 -0.02 0.20
671.876 -0.12 0.00 0.26
672.006 -0.12 0.02 0.44
672.136 -0.13 0.01 0.77
672.247 -0.11 0.02 1.02
672.387 -0.10 0.02 1.36
672.517 -0.10 -0.00 1.70
672.627 -0.10 0.03 2.17
672.777 -0.09 0.04 2.52
672.898 -0.06 0.04 2.95
673.018 -0.02 0.06 3.53
673.158 0.03 0.03 4.25
673.288 0.09 0.06 5.10
673.408 0.16 0.06 5.73
673.549 0.24 0.05 6.43
673.669 0.33 0.03 7.02
673.789 0.38 -0.05 7.63
673.929 0.42 -0.03 8.18
674.059 0.43 -0.04 8.69
674.23 0.48 -0.06 9.29
674.36 0.57 -0.04 9.76
674.49 0.61 -0.06 10.25
674.62 0.65 -0.06 10.63
674.73 0.71 -0.07 10.89
674.87 0.74 -0.11 11.10
675.001 0.79 -0.07 11.28
675.111 0.83 -0.06 11.49
675.261 0.86 -0.07 11.67
675.381 0.89 -0.04 11.87
675.501 0.93 0.00 12.02
675.642 0.94 -0.01 12.17
675.772 0.98 -0.01 12.23
675.932 0.98 -0.02 12.32
676.052 0.99 -0.01 12.35
676.182 1.04 -0.02 12.34
676.313 1.06 -0.02 12.53
676.443 1.06 -0.01 12.54
676.573 1.06 -0.05 12.60
676.693 1.04 -0.06 12.63
676.823 1.05 -0.09 12.66
676.953 1.04 -0.13 12.81
677.084 1.04 -0.17 12.92
677.204 1.06 -0.18 13.01
677.334 1.06 -0.21 13.06
677.464 1.07 -0.21 13.13
677.594 1.09 -0.22 13.16
677.705 1.08 -0.25 13.33
677.845 1.08 -0.25 13.41
677.975 1.07 -0.28 13.54
678.135 1.04 -0.35 13.57
678.265 1.04 -0.28 13.56
678.395 1.05 -0.33 13.67
678.526 1.04 -0.30 13.60
678.646 1.03 -0.20 13.70
678.776 1.04 -0.24 13.61
678.906 1.02 -0.13 13.57
679.036 1.01 -0.11 13.60
679.157 1.02 -0.07 13.60
679.287 0.99 -0.03 13.61
679.417 1.00 -0.02 13.56
679.547 1.02 0.02 13.58
679.677 1.00 -0.01 13.66
679.798 0.99 0.03 13.70
679.918 0.99 -0.03 13.76
680.058 0.98 0.00 13.79
680.188 0.98 -0.02 13.88
680.298 0.98 -0.06 14.07
680.438 0.98 -0.07 14.18
680.569 1.00 -0.09 14.33
680.689 1.00 -0.13 14.35
680.829 0.99 -0.12 14.38
680.959 0.96 -0.13 14.41
681.069 0.94 -0.13 14.38
681.21 0.94 -0.09 14.40
681.34 0.94 -0.06 14.39
681.62 0.90 -0.08 14.33
681.75 0.91 -0.06 14.28
681.881 0.89 -0.12 14.27
682.011 0.86 -0.12 14.21
682.121 0.85 -0.15 14.22
682.261 0.83 -0.14 14.13
682.391 0.80 -0.14 14.11
682.511 0.80 -0.14 14.08
682.652 0.79 -0.10 14.11
682.782 0.81 -0.07 14.19
682.932 0.80 -0.07 14.18
683.062 0.79 -0.11 14.26
683.192 0.80 -0.02 14.26
683.323 0.78 -0.02 14.38
683.443 0.80 0.02 14.49
683.573 0.80 -0.01 14.55
683.703 0.79 -0.00 14.54
683.833 0.80 -0.01 14.60
683.943 0.78 -0.05 14.65
684.084 0.78 -0.03 14.64
684.214 0.75 -0.09 14.56
684.324 0.72 -0.07 14.54
684.474 0.74 -0.14 14.47
684.594 0.69 -0.12 14.43
684.825 0.70 -0.15 14.47
684.965 0.66 -0.13 14.44
685.085 0.69 -0.15 14.39
685.215 0.65 -0.13 14.35
685.345 0.65 -0.14 14.41
685.476 0.67 -0.13 14.46
685.596 0.64 -0.10 14.47
685.726 0.65 -0.11 14.48
685.856 0.65 -0.08 14.44
685.986 0.62 -0.12 14.34
686.117 0.62 -0.13 14.31
686.237 0.60 -0.13 14.17
686.367 0.58 -0.16 14.09
686.477 0.57 -0.15 13.96
686.627 0.55 -0.16 13.88
686.758 0.53 -0.14 13.79
686.868 0.51 -0.16 13.69
687.008 0.49 -0.15 13.64
687.138 0.49 -0.14 13.56
687.328 0.48 -0.13 13.53
687.449 0.48 -0.12 13.56
687.579 0.47 -0.16 13.57
687.689 0.48 -0.14 13.62
687.839 0.47 -0.14 13.63
687.969 0.46 -0.13 13.68
688.079 0.46 -0.13 13.72
688.22 0.45 -0.09 13.76
688.35 0.46 -0.09 13.89
688.52 0.47 -0.08 14.04
688.65 0.46 -0.04 14.10
688.78 0.46 -0.04 14.16
688.911 0.47 -0.02 14.23
689.041 0.47 0.00 14.32
689.161 0.47 0.01 14.41
689.291 0.48 0.01 14.49
689.421 0.46 0.01 14.58
689.552 0.47 -0.01 14.73
689.672 0.48 -0.01 14.73
689.792 0.47 -0.05 14.80
689.932 0.47 -0.10 14.79
690.062 0.45 -0.11 14.74
690.233 0.45 -0.17 14.94
690.363 0.43 -0.25 14.94
690.483 0.42 -0.24 14.98
690.613 0.43 -0.21 15.13
690.723 0.46 -0.29 15.01
690.873 0.42 -0.24 15.13
691.004 0.45 -0.27 15.18
691.114 0.45 -0.23 15.31
691.254 0.42 -0.19 15.18
691.384 0.46 -0.17 15.37
691.544 0.46 -0.13 15.56
691.665 0.46 -0.11 15.51
691.795 0.46 -0.07 15.57
691.925 0.47 -0.02 15.46
692.055 0.48 -0.02 15.48
692.185 0.46 0.01 15.44
692.316 0.47 0.05 15.39
692.436 0.48 0.06 15.59
692.566 0.50 0.03 15.62
692.696 0.48 0.03 15.81
692.826 0.50 0.05 15.87
692.936 0.51 -0.01 15.94
693.077 0.50 -0.04 16.01
693.207 0.50 -0.04 16.02
693.317 0.50 -0.09 16.18
693.467 0.48 -0.11 16.14
693.587 0.49 -0.12 16.18
693.748 0.49 -0.16 16.27
693.878 0.47 -0.16 16.30
694.008 0.48 -0.17 16.45
694.138 0.48 -0.18 16.44
694.258 0.48 -0.18 16.48
694.388 0.48 -0.16 16.47
694.519 0.48 -0.15 16.58
694.649 0.47 -0.12 16.62
694.779 0.49 -0.11 16.64
694.899 0.49 -0.09 16.67
695.029 0.48 -0.07 16.63
695.16 0.48 -0.04 16.64
695.29 0.47 -0.02 16.60
695.42 0.47 -0.03 16.61
695.54 0.46 -0.03 16.65
695.67 0.46 -0.01 16.67
695.801 0.47 -0.02 16.70
695.911 0.45 -0.03 16.81
696.051 0.46 -0.03 16.71
696.181 0.44 -0.06 16.74
696.341 0.43 -0.09 16.64
696.471 0.41 -0.08 16.45
696.602 0.38 -0.14 16.25
696.732 0.38 -0.12 15.89
696.862 0.36 -0.11 15.69
696.992 0.32 -0.13 15.40
697.112 0.31 -0.14 15.04
697.243 0.28 -0.12 14.61
697.373 0.25 -0.15 14.08
697.493 0.24 -0.13 13.67
697.623 0.20 -0.11 13.22
697.753 0.19 -0.13 12.88
697.884 0.19 -0.11 12.69
698.014 0.18 -0.07 12.54
698.124 0.17 -0.08 12.51
698.264 0.18 -0.07 12.46
698.394 0.17 -0.07 12.48
698.504 0.18 -0.08 12.49
698.645 0.17 -0.09 12.65
698.775 0.17 -0.09 12.73
698.935 0.20 -0.10 12.98
699.065 0.18 -0.12 13.42
699.195 0.22 -0.12 13.90
699.326 0.24 -0.14 14.33
699.446 0.25 -0.13 14.90
699.576 0.27 -0.12 15.21
699.706 0.29 -0.14 15.62
699.836 0.28 -0.10 15.80
699.967 0.31 -0.12 16.01
700.087 0.31 -0.08 16.08
700.217 0.30 -0.07 16.09
700.347 0.31 -0.10 16.24
700.477 0.32 -0.06 16.24
700.607 0.30 -0.10 16.36
700.718 0.31 -0.10 16.31
700.858 0.32 -0.12 16.35
700.988 0.31 -0.10 16.38
701.098 0.32 -0.10 16.47
701.238 0.32 -0.11 16.60
701.369 0.32 -0.09 16.65
701.529 0.34 -0.13 16.77
701.659 0.34 -0.12 16.85
701.789 0.35 -0.11 16.94
701.919 0.36 -0.14 17.04
702.039 0.38 -0.12 17.14
702.17 0.42 -0.12 17.18
702.3 0.43 -0.10 17.30
702.43 0.50 -0.09 17.38
702.55 0.52 -0.11 17.37
702.68 0.55 -0.12 17.28
702.811 0.61 -0.12 17.23
702.921 0.61 -0.09 17.14
703.071 0.62 -0.08 17.17
703.191 0.63 -0.09 17.24
703.311 0.63 -0.05 17.28
703.452 0.63 -0.06 17.42
703.582 0.64 -0.06 17.40
703.732 0.66 -0.06 17.43
703.862 0.66 -0.08 17.50
703.992 0.67 -0.09 17.50
704.122 0.66 -0.07 17.62
704.243 0.65 -0.07 17.59
704.353 0.68 -0.07 17.68
704.503 0.68 -0.08 17.60
704.633 0.68 -0.08 17.59
704.753 0.70 -0.07 17.62
704.884 0.69 -0.06 17.54
705.014 0.71 -0.08 17.68
705.134 0.68 -0.06 17.60
705.274 0.71 -0.03 17.66
705.394 0.70 -0.02 17.64
705.514 0.70 -0.01 17.61
705.655 0.72 0.00 17.53
705.785 0.72 -0.01 17.58
705.945 0.71 -0.02 17.66
706.065 0.71 -0.04 17.60
706.195 0.71 -0.05 17.63
706.326 0.72 0.00 17.51
706.456 0.72 -0.00 17.54
706.586 0.72 -0.06 17.55
706.716 0.71 -0.07 17.54
706.836 0.73 -0.06 17.49
706.967 0.72 -0.08 17.49
707.097 0.72 -0.10 17.53
707.227 0.72 -0.06 17.39
707.337 0.73 -0.06 17.38
707.477 0.73 -0.06 17.42
707.608 0.72 -0.05 17.43
707.718 0.74 -0.03 17.43
707.868 0.75 -0.04 17.37
707.998 0.74 -0.05 17.40
708.108 0.76 -0.03 17.35
708.248 0.74 -0.04 17.35
708.379 0.75 -0.02 17.36
708.539 0.77 -0.04 17.35
708.669 0.77 -0.06 17.35
708.789 0.75 -0.09 17.42
708.919 0.78 -0.10 17.36
709.05 0.77 -0.12 17.42
709.18 0.77 -0.12 17.35
709.3 0.80 -0.11 17.28
709.43 0.78 -0.10 17.25
709.56 0.78 -0.08 17.18
709.69 0.80 -0.07 17.15
709.821 0.79 -0.05 17.14
709.931 0.81 -0.05 17.08
710.071 0.82 -0.04 17.10
710.201 0.81 -0.03 17.14
710.311 0.83 -0.02 17.12
710.462 0.82 -0.00 17.07
710.582 0.81 -0.00 17.02
710.702 0.85 -0.02 16.95
710.842 0.83 -0.01 16.90
710.972 0.84 -0.06 16.95
711.133 0.84 -0.03 16.92
711.253 0.84 -0.03 16.85
711.383 0.84 -0.06 16.95
711.513 0.85 -0.05 17.00
711.643 0.86 -0.08 17.00
711.773 0.87 -0.08 17.08
711.904 0.90 -0.07 17.18
712.024 0.89 -0.05 17.14
712.154 0.89 -0.07 17.28
712.284 0.92 -0.05 17.17
712.414 0.91 -0.05 17.20
712.545 0.92 -0.04 17.17
712.675 0.94 -0.06 17.17
712.795 0.92 -0.05 17.19
712.925 0.93 -0.03 17.12
713.055 0.94 -0.05 17.10
713.186 0.94 -0.05 17.06
713.296 0.95 -0.02 17.08
713.436 0.94 -0.05 17.03
713.566 0.94 -0.01 16.98
713.676 0.97 -0.03 16.99
713.826 0.96 -0.02 16.98
713.947 0.97 -0.04 17.09
714.067 0.98 -0.03 17.03
714.207 0.98 -0.01 17.07
714.337 1.01 0.00 17.09
714.457 0.99 0.00 17.19
714.598 1.02 -0.01 17.20
714.728 1.01 0.01 17.16
714.838 1.03 -0.00 17.18
714.978 1.05 -0.00 17.12
715.108 1.02 -0.01 17.26
715.329 1.03 -0.03 17.29
715.449 1.05 -0.03 17.18
715.579 1.05 -0.06 17.20
715.709 1.05 -0.08 17.16
715.839 1.07 -0.10 17.24
715.97 1.06 -0.12 17.27
716.09 1.07 -0.12 17.20
716.22 1.09 -0.14 17.22
716.35 1.07 -0.11 17.22
716.48 1.09 -0.10 17.19
716.6 1.09 -0.12 17.13
716.731 1.09 -0.10 17.11
716.861 1.12 -0.11 17.08
716.991 1.13 -0.11 17.16
717.101 1.14 -0.06 17.19
717.241 1.16 -0.08 17.21
717.372 1.16 -0.03 17.18
717.482 1.17 -0.03 17.22
717.632 1.19 -0.01 17.28
717.762 1.20 0.02 17.27
717.932 1.21 -0.01 17.28
718.063 1.22 -0.03 17.32
718.193 1.24 -0.01 17.28
718.313 1.24 0.02 17.25
718.443 1.24 0.04 17.25
718.573 1.26 0.04 17.23
718.703 1.26 -0.01 17.24
718.834 1.27 0.00 17.23
718.954 1.28 0.02 17.22
719.084 1.29 -0.01 17.21
719.194 1.31 -0.00 17.23
719.344 1.32 0.00 17.26
719.475 1.34 -0.04 17.38
719.605 1.33 -0.06 17.42
719.725 1.36 -0.16 17.49
719.855 1.37 -0.19 17.50
719.975 1.37 -0.22 17.55
720.115 1.39 -0.25 17.56
720.236 1.38 -0.27 17.48
720.416 1.40 -0.25 17.32
720.556 1.40 -0.26 17.31
720.686 1.41 -0.21 17.24
720.796 1.41 -0.20 17.25
720.937 1.43 -0.16 17.18
721.067 1.44 -0.12 17.13
721.227 1.45 -0.07 17.12
721.357 1.50 -0.05 17.15
721.487 1.48 -0.02 17.15
721.618 1.52 0.01 17.19
721.748 1.54 0.01 17.26
721.868 1.54 -0.00 17.32
721.998 1.58 0.01 17.43
722.128 1.59 -0.03 17.48
722.259 1.61 -0.03 17.55
722.379 1.63 -0.09 17.65
722.509 1.64 -0.10 17.70
722.639 1.65 -0.13 17.75
722.769 1.67 -0.15 17.72
722.899 1.68 -0.16 17.63
723.02 1.69 -0.16 17.60
723.15 1.69 -0.15 17.45
723.28 1.68 -0.16 17.38
723.39 1.68 -0.13 17.17
723.54 1.69 -0.12 17.13
723.661 1.68 -0.11 17.05
723.781 1.71 -0.14 16.97
723.921 1.71 -0.17 16.89
724.051 1.72 -0.18 16.87
724.221 1.74 -0.14 16.89
724.352 1.76 -0.14 16.84
724.482 1.76 -0.08 16.85
724.612 1.79 -0.07 16.81
724.732 1.79 -0.04 16.68
724.862 1.80 -0.01 16.69
724.992 1.81 0.00 16.52
725.123 1.80 0.05 16.49
725.253 1.81 0.04 16.42
725.373 1.79 0.03 16.29
725.493 1.74 0.01 15.90
725.633 1.66 0.01 15.06
725.764 1.54 0.02 14.33
725.934 1.37 -0.03 12.96
726.044 1.24 0.01 11.78
726.184 1.11 -0.02 10.71
726.314 0.98 0.04 9.39
726.425 0.86 0.03 8.42
726.575 0.77 0.05 7.31
726.695 0.69 0.05 6.48
726.815 0.61 0.05 5.69
726.955 0.56 0.03 5.04
727.086 0.49 0.02 4.44
727.206 0.44 0.04 3.87
727.346 0.42 0.05 3.43
727.466 0.38 0.04 3.14
727.586 0.34 0.06 2.93
727.726 0.33 0.10 2.89
727.857 0.30 0.07 2.81
728.027 0.27 0.06 2.70
728.137 0.25 0.08 2.61
728.287 0.23 0.06 2.52
728.407 0.21 0.10 2.49
728.538 0.19 0.06 2.45
728.668 0.18 0.14 2.36
728.798 0.16 0.16 2.27
728.908 0.14 0.06 2.21
729.058 0.12 0.10 2.07
729.179 0.11 0.02 1.96
729.299 0.09 0.01 1.81
729.439 0.08 -0.01 1.73
729.569 0.06 -0.03 1.67
729.729 0.05 -0.06 1.53
729.849 0.04 -0.09 1.36
729.98 0.02 -0.11 1.20
730.11 0.04 -0.11 1.06
730.24 0.02 -0.13 0.93
730.36 0.02 -0.15 0.87
730.49 0.00 -0.14 0.80
730.621 0.00 -0.16 0.71
730.751 -0.00 -0.16 0.63
730.881 -0.00 -0.15 0.58
731.001 -0.00 -0.14 0.53
731.121 -0.00 -0.13 0.53
731.262 -0.00 -0.13 0.51
731.392 0.00 -0.12 0.50
731.502 -0.01 -0.11 0.44
731.642 -0.01 -0.10 0.39
731.772 -0.00 -0.08 0.32
731.892 -0.01 -0.08 0.28
732.033 0.00 -0.07 0.26
732.163 0.00 -0.07 0.24
732.273 0.00 -0.07 0.20
732.423 0.00 -0.05 0.18
732.543 0.00 -0.04 0.20
732.724 -0.00 -0.04 0.21
732.854 0.00 -0.03 0.18
732.984 0.00 -0.04 0.17
733.104 0.00 -0.04 0.13
733.234 0.01 -0.02 0.16
733.365 -0.00 -0.02 0.17
733.495 0.00 -0.01 0.21
733.625 0.01 -0.00 0.19
733.745 0.00 0.01 0.17
733.875 0.00 0.03 0.17
733.985 0.00 0.04 0.18
734.136 0.01 0.08 0.16
734.256 0.01 0.06 0.13
734.376 0.01 0.07 0.12
734.516 0.01 0.07 0.13
734.646 0.01 0.05 0.12
734.927 0.01 0.03 0.08
735.057 0.01 0.06 0.03
735.177 0.01 0.06 0.01
735.307 0.01 0.03 -0.03
735.438 0.01 0.05 -0.04
735.568 0.01 0.04 -0.04
735.698 0.01 0.04 -0.07
735.828 0.01 0.05 -0.03
735.948 0.01 0.06 -0.05
736.078 0.01 0.05 -0.02
736.189 0.01 0.05 -0.03
736.339 0.02 0.06 -0.07
736.459 0.01 0.05 -0.06
736.629 0.01 0.06 -0.06
736.749 0.02 0.05 -0.08
736.88 0.02 0.05 -0.07
737.01 0.01 0.03 -0.05
737.14 0.02 0.03 -0.02
737.27 0.01 0.02 0.01
737.39 0.01 0.01 0.03
737.521 0.01 0.01 0.03
737.651 0.01 -0.01 0.07
737.781 0.01 -0.01 0.07
737.911 0.01 -0.01 0.10
738.031 0.01 -0.02 0.11
738.161 0.00 -0.03 0.11
738.292 0.01 -0.02 0.13
738.422 0.00 -0.04 0.13
738.552 0.01 -0.05 0.15
738.672 0.01 -0.04 0.15
738.802 0.01 -0.05 0.13
738.933 0.01 -0.05 0.12
739.063 0.01 -0.04 0.11
739.173 0.01 -0.04 0.10
739.323 0.01 -0.04 0.08
739.443 0.01 -0.03 0.07
739.563 0.01 -0.03 0.04
739.704 0.01 -0.03 0.02
739.834 0.01 -0.03 -0.01
739.944 0.01 -0.03 -0.03
740.084 0.01 -0.03 -0.05
740.214 0.01 -0.03 -0.05
740.335 0.01 -0.03 -0.08
740.475 0.01 -0.03 -0.10
740.605 0.01 -0.03 -0.10
740.715 0.01 -0.03 -0.09
740.855 0.01 -0.02 -0.11
740.985 0.01 -0.02 -0.11
741.146 0.01 -0.03 -0.13
741.276 0.00 -0.02 -0.13
741.406 0.01 -0.02 -0.12
741.536 0.01 -0.01 -0.12
741.666 0.00 -0.01 -0.10
741.787 0.00 -0.01 -0.10
741.917 0.00 -0.01 -0.08
742.047 -0.00 -0.01 -0.08
742.177 0.00 0.00 -0.09
742.307 -0.00 -0.01 -0.06
742.428 -0.00 -0.00 -0.05
742.558 -0.00 0.00 -0.03
742.688 -0.01 -0.00 -0.02
742.818 -0.00 0.00 -0.03
742.948 -0.01 0.01 -0.02
743.079 -0.01 0.01 -0.03
743.209 -0.01 0.01 -0.02
743.339 -0.01 0.01 -0.03
743.469 -0.01 0.00 -0.05
743.589 -0.01 0.01 -0.04
743.719 -0.02 0.01 -0.05
743.85 -0.01 0.01 -0.06
743.98 -0.02 0.02 -0.06
744.1 -0.01 0.01 -0.09
744.23 -0.01 0.02 -0.11
744.36 -0.02 0.01 -0.12
744.471 -0.02 0.01 -0.13
744.611 -0.02 0.00 -0.15
744.741 -0.02 0.00 -0.15
744.851 -0.02 0.01 -0.15
745.001 -0.02 0.01 -0.14
745.121 -0.02 0.00 -0.15
745.322 -0.03 0.01 -0.15
745.452 -0.02 0.01 -0.16
745.582 -0.03 0.02 -0.15
745.702 -0.03 0.01 -0.15
745.832 -0.03 0.02 -0.15
745.963 -0.04 0.02 -0.14
746.093 -0.04 0.03 -0.13
746.213 -0.03 0.02 -0.13
746.343 -0.04 0.04 -0.12
746.453 -0.04 0.03 -0.11
746.604 -0.05 0.03 -0.09
746.734 -0.05 0.03 -0.06
746.844 -0.05 0.02 -0.05
746.984 -0.05 0.02 -0.05
747.114 -0.06 0.01 -0.04
747.224 -0.06 0.01 -0.04
747.375 -0.06 0.01 -0.04
747.495 -0.06 0.00 -0.05
747.725 -0.06 -0.00 -0.06
747.855 -0.07 0.00 -0.07
747.986 -0.07 -0.01 -0.08
748.106 -0.08 -0.02 -0.07
748.226 -0.07 -0.02 -0.07
748.366 -0.08 -0.02 -0.04
748.496 -0.08 -0.02 0.04
748.606 -0.08 -0.05 0.10
748.747 -0.10 -0.05 0.08
748.877 -0.09 -0.05 0.04
748.997 -0.09 -0.04 -0.01
749.137 -0.09 -0.03 -0.03
749.267 -0.08 -0.06 -0.07
749.378 -0.09 -0.05 -0.03
749.528 -0.11 -0.09 0.08
749.648 -0.10 -0.09 0.05
749.768 -0.11 -0.06 0.05
749.908 -0.11 -0.09 0.11
750.039 -0.11 -0.04 0.07
750.209 -0.11 -0.05 -0.04
750.349 -0.12 -0.03 -0.08
750.479 -0.11 -0.02 -0.04
750.589 -0.12 -0.01 -0.02
750.74 -0.12 -0.01 -0.01
750.87 -0.12 0.02 -0.04
750.98 -0.12 0.03 -0.10
751.12 -0.12 0.04 -0.09
751.25 -0.13 0.07 -0.06
751.421 -0.14 0.05 0.08
751.551 -0.14 0.07 0.24
751.681 -0.15 0.07 0.55
751.811 -0.15 0.07 1.00
751.941 -0.13 0.05 1.42
752.061 -0.11 0.06 1.93
752.192 -0.08 0.06 2.40
752.302 -0.04 0.03 3.02
752.452 -0.01 0.06 3.52
752.572 0.00 0.06 4.12
752.692 -0.01 0.02 4.78
752.833 0.02 0.02 5.45
752.963 0.09 0.00 6.13
753.133 0.16 0.01 6.93
753.243 0.22 -0.02 7.53
753.383 0.34 -0.01 8.19
753.514 0.39 -0.05 8.80
753.724 0.47 -0.07 9.80
753.854 0.51 -0.09 10.32
753.984 0.56 -0.14 10.77
754.114 0.54 -0.13 11.10
754.235 0.57 -0.16 11.59
754.365 0.63 -0.17 11.88
754.495 0.67 -0.16 12.17
754.625 0.72 -0.17 12.37
